config,question_id,type,question,predicted,correct,score_mcq,score_numeric,score_explanation
finetuned,26,explanation,Why is banking of roads used on curves?,"{""answer"": ""Roads are banked (sloping inward) when they are curved in order to provide a centripetal force to keep the vehicle moving in the circular motion. ""}","Banking provides a component of the Normal force towards the center of the curve, which contributes to the necessary centripetal force. This reduces the reliance on friction to turn the vehicle, allowing for higher speeds or safer turns on slippery surfaces.",0.0,0.0,4.0
finetuned,27,mcq,The rate of change of momentum is equal to: (A) Impulse (B) Force (C) Energy (D) Power,"{""answer"": ""A"", ""explanation"": ""The rate of change of momentum is equal to impulse, which is the product of force and time.""}",B,0.0,0.0,0.0
finetuned,28,numeric,A 5 kg ball is dropped from a height of 10 meters. What is its potential energy relative to the ground? (g=9.8 m/s^2),"{""steps"": [""The potential energy of the ball relative to the ground is given by the formula: PE = m * g * h, where m is the mass of the ball, g is the acceleration due to gravity, and h is the height of the drop."", ""Substituting the values:"", ""PE = 5 kg * 9.8 m/s^2 * 10 m = 490 J""], ""result"": ""The potential energy of the ball relative to the ground is 490 Joules.""}",490,0.0,1.0,0.0
finetuned,29,explanation,Explain Newton's First Law (Law of Inertia) with an example.,"{""newton_first_law"": ""Newton's First Law, also known as the Law of Inertia, states that an object at rest will remain at rest, and an object in motion will remain in motion, unless acted upon by an unbalanced force. This law is illustrated in the example of the package on the conveyor belt. When the pull force exactly balances the weight of the package, the package remains stationary. When the pull force is less than the weight of the package, the package will slide down the belt. If the pull force is greater than the weight of the package, the package will accelerate forward.""}","An object at rest stays at rest, and an object in motion stays in motion with the same velocity unless acted upon by a net external force. Example: A hockey puck sliding on frictionless ice will continue indefinitely until it hits a wall.",0.0,0.0,4.5
finetuned,30,mcq,Torque depends on: (A) Force only (B) Lever arm only (C) Force and lever arm (D) Mass and velocity,"{""Answer"": ""C. Force and lever arm""}",C,1.0,0.0,0.0
finetuned,31,numeric,Calculate the impulse derived from a force of 50 N acting for 0.1 seconds.,"{""impulse"": 5}",5,0.0,1.0,0.0
finetuned,32,explanation,Why does a solitary force not exist in nature according to Newton's Third Law?,A solitary force does not exist in nature because every action force has an equal and opposite reaction force.,"Newton's Third Law states that for every action, there is an equal and opposite reaction. Forces always occur in pairs (action-reaction pairs) acting on different objects. You cannot touch something without it touching you back.",0.0,0.0,4.5
finetuned,33,mcq,Angular momentum is conserved when: (A) Net force is zero (B) Net torque is zero (C) Kinetic energy is constant (D) Velocity is constant,"{""answer"": ""angular momentum is conserved when the net torque is zero. This is a general rule in physics, and it is also one of the few general rules in physics that does not depend on the specifics of the situation.""}",B,0.0,0.0,0.0
finetuned,34,numeric,A 1000 kg car rounds a turn of radius 50 m at 10 m/s. What is the centripetal force required?,"{""hint"": ""Use the expression derived earlier: F_c = mv^2/r""}",2000,0.0,0.0,0.0
finetuned,35,explanation,Differentiate between conservative and non-conservative forces.,"{""explanation"": ""Conservative forces are those that depend only on the position of the object and not on its velocity, such as gravitational force and tension. Non-conservative forces depend on the velocity of the object, such as friction and air resistance. The work done by conservative forces is equal to the change in potential energy, while the work done by non-conservative forces is equal to the change in kinetic energy.""}","A conservative force (like gravity) does work that is independent of the path taken; energy used against it is stored as potential energy and is recoverable. A non-conservative force (like friction) depends on the path, and work done dissipates mechanical energy into heat.",0.0,0.0,4.5
finetuned,36,mcq,A skater spins faster when she pulls her arms in. This is due to conservation of: (A) Energy (B) Linear Momentum (C) Angular Momentum (D) Mass,"{""answer"": ""C. Angular Momentum""}",C,1.0,0.0,0.0
finetuned,37,numeric,Find the kinetic energy of a 2 kg object moving at 3 m/s.,"{""result"": ""The kinetic energy of the 2 kg object moving at 3 m/s is 6 joules.""}",9,0.0,0.0,0.0
finetuned,38,explanation,How does air resistance affect the trajectory of a projectile?,"Air resistance, or drag, causes a projectile to deviate from a straight-line trajectory, especially at high speeds. The air resistance force acts opposite to the motion of the projectile, and its magnitude depends on factors such as the projectile's shape, size, and speed.",Air resistance opposes velocity. It reduces the maximum height and shortens the horizontal range. It also causes the trajectory to be non-parabolic (steeper on the way down).,0.0,0.0,4.5
finetuned,39,mcq,Which physical quantity corresponds to inertia in rotational motion? (A) Mass (B) Torque (C) Moment of Inertia (D) Anger,"{""Answer"": ""C) Moment of Inertia""}",C,1.0,0.0,0.0
finetuned,40,numeric,"A vector A has components Ax=3, Ay=4. What is its magnitude?","{""Ax=3, Ay=4"": ""The magnitude of the vector A is given by |A| = √(Ax^2 + Ay^2).\nSubstituting the values, we get:\n|A| = √(3^2 + 4^2) = √9 + √16 = 3 + 4 = 7.""}",5,0.0,0.0,0.0
finetuned,41,explanation,Explain the concept of terminal velocity.,"Terminal velocity is the constant velocity reached by an object falling through a resistive medium, such as air, when the drag force exactly balances the weight of the object.","Terminal velocity is the constant speed reached by a falling object when the upward force of air resistance exactly balances the downward force of gravity. At this point, net force is zero, so acceleration is zero.",0.0,0.0,4.5
finetuned,42,mcq,Power is defined as: (A) Work done per unit distance (B) Force times time (C) Rate of doing work (D) Energy times time,"{""answer"": ""Power is the rate of doing work, so it is defined as energy times time.""}",C,0.0,0.0,0.0
finetuned,43,numeric,An engine does 1000 J of work in 2 seconds. What is its power output in Watts?,"{""power_output"": 500}",500,0.0,1.0,0.0
finetuned,44,explanation,Why can we not use the kinematic equations (suvat) for a spring-mass system oscillating?,"The kinematic equations (suvat) cannot be used for a spring-mass system oscillating because the acceleration a is not constant. The velocity v and position x are changing throughout the oscillation, so the assumptions made in the kinematic equations are not valid.","Kinematic equations (like $v = u + at$) assume *constant* acceleration. In a spring-mass system ($F = -kx$), the force and thus acceleration varies with position ($a$ is not constant), so those specific equations are invalid. We must use simple harmonic motion equations.",0.0,0.0,4.5
finetuned,45,mcq,Elastic collision implies conservation of: (A) Momentum only (B) KE only (C) Momentum and KE (D) Mass only,"{""answer"": ""A""}",C,0.0,0.0,0.0
finetuned,46,numeric,Calculate the gravitational potential energy of a 10kg mass raised to 2 meters. (g=9.8),"{""potential_energy"": 196}",196,0.0,1.0,0.0
finetuned,47,explanation,What happens to the period of a simple pendulum if the mass of the bob is doubled? Explain.,"If the mass of the bob in a simple pendulum is doubled, the period of the pendulum will be twice as long. This is because the period of a simple pendulum is proportional to the square root of the bob's mass, as given by the formula T = 2π√(m/g).",The period remains unchanged. The period of a simple pendulum $T = 2\pi\sqrt{L/g}$ depends only on length $L$ and gravity $g$. Mass cancels out in the derivation because both the restoring force (gravity) and the inertia (mass) scale linearly with mass.,0.0,0.0,2.5
finetuned,48,mcq,The scalar product of force and velocity gives: (A) Work (B) Power (C) Momentum (D) Acceleration,"{""answer"": ""The scalar product of force and velocity gives: (A) Work (B) Power (C) Momentum (D) Acceleration""}",B,0.0,0.0,0.0
finetuned,49,numeric,A force of 10N is applied to a nut using a wrench of length 0.2m perpendicular to the axis. What is the torque?,The torque τ is the vector product of the perpendicular component of the force and the distance between the pivot and the point of application of the force: τ = r × F_⊥ = (0.2 m × 10 N) = 2 N·m.,2,0.0,1.0,0.0
finetuned,50,explanation,Explain using the Impulse-Momentum theorem why airbags reduce injury in car crashes.,"{""explanation"": ""The Impulse-Momentum theorem states that a large impulse will result in a change in momentum. In a car crash, the impulse delivered to the occupants is high, as they undergo a sudden change in velocity. Airbags reduce injury by minimizing the impulse, as they allow the occupants to decelerate more gradually.""}","The change in momentum (to bring the passenger to a stop) is fixed. The Impulse $J = F \Delta t = \Delta p$. Airbags increase the time/duration $\Delta t$ of the collision. By increasing $\Delta t$ for the same $\Delta p$, the average force $F$ exerted on the passenger is significantly reduced, minimizing injury.",0.0,0.0,4.0
