config,question_id,type,question,predicted,correct,score_mcq,score_numeric,score_explanation
finetuned,17,mcq,Potential energy is associated with: (A) Motion (B) Position (C) Time (D) Velocity,"{""solution"": ""(A) Motion (B): The motion of an object is associated with the increase in potential energy, which is proportional to $1/2 * g * h_0$."" ""(B): Position (C): The position of an object is associated with the decrease in potential energy, which is proportional to $1/2 * g * h_0$."" ""(C): Time (D): The time an object takes to reach the position $h_0$ is associated with the decrease in potential energy, which is proportional to $1/2 * g * h_0$."" ""(D): Velocity (D): The average velocity an object takes to reach the position $h_0$ is associated with the decrease in potential energy, which is proportional to $1/2 * g * h_0$."" ""(D): Velocity (D): The average velocity an object takes to reach the position $h_0$ is associated with the decrease in potential energy, which is proportional to $1/2 * g * h_0$.""}",B,0.0,0.0,0.0
finetuned,18,numeric,A spring with constant k=100 N/m is compressed by 0.2 m. How much potential energy (in J) is stored?,"To find the potential energy, we can use the formula:
J = -kx
where k is the constant, and k is the coefficient of compression, which is 0.2 m.
Plugging in the values, we get:
J = -0.2 m",2,0.0,0.0,0.0
finetuned,19,mcq,"In an inelastic collision, which quantity is conserved? (A) Kinetic Energy (B) Momentum (C) Both (D) Neither","{""Solution"": ""The kinetic energy is a measure of the average force acting on an object, while the momentum is a measure of the object's inertia. The kinetic energy is the product of the average force acting on the object and the time over which the force acts."", ""Momentum"": ""The momentum is the product of the mass of the object and the instantaneous velocity."", ""Both"": ""Both (C) Neither"", ""Neither"": ""Neither (C) neither""}",B,0.0,0.0,0.0
finetuned,20,explanation,What is the difference between mass and weight?,"Mass is the quantity of energy an object has, while weight is the force the object exerts on the ground.","Mass is the measure of the amount of matter in an object and is intrinsic (scalar, doesn't change with location). Weight is the force of gravity acting on that mass ($W=mg$) and depends on the local gravitational field (vector).",0.0,0.0,2.5
finetuned,21,mcq,The area under a force-displacement graph represents: (A) Impulse (B) Work (C) Power (D) Acceleration,"{""A"": {""x"": $4.148$, ""y"": $1.448$, ""units"": ""m/s^2""}}",B,0.0,0.0,0.0
finetuned,22,numeric,"What is the period (in seconds) of a pendulum of length 1 meter? (Assume g=9.8 m/s^2, use T = 2*pi*sqrt(L/g), pi approx 3.14)",0.66,2.0,0.0,0.0,0.0
finetuned,23,explanation,Use the concept of center of mass to explain why a high jumper uses the Fosbury Flop technique.,"{""explanation"": ""The Fosbury Flop technique is used by high jumpers to push upward on the ground during takeoff, which is the center of mass.""}",The Fosbury Flop allows the jumper to arch their back such that their center of mass passes *under* the bar while their body passes over it. This requires less energy/vertical lift compared to techniques where the center of mass must clear the bar height.,0.0,0.0,2.5
finetuned,24,mcq,Which force is non-conservative? (A) Gravity (B) Spring force (C) Friction (D) Electrostatic force,None of the forces mentioned is non-conservative.,C,0.0,0.0,0.0
finetuned,25,numeric,A wheel rotates at 300 revolutions per minute. What is its angular velocity in rad/s? (Use pi=3.14),2.31,31.4,0.0,0.0,0.0
finetuned,26,explanation,Why is banking of roads used on curves?,Banking is used on curves to increase the centripetal force acting on the tires.,"Banking provides a component of the Normal force towards the center of the curve, which contributes to the necessary centripetal force. This reduces the reliance on friction to turn the vehicle, allowing for higher speeds or safer turns on slippery surfaces.",0.0,0.0,4.0
finetuned,27,mcq,The rate of change of momentum is equal to: (A) Impulse (B) Force (C) Energy (D) Power,"{""Impulse"": {""x"": $1.003683$, ""y"": $1.003683, ""units"": ""J""}}",B,0.0,0.0,0.0
finetuned,28,numeric,A 5 kg ball is dropped from a height of 10 meters. What is its potential energy relative to the ground? (g=9.8 m/s^2),58,490,0.0,0.0,0.0
finetuned,29,explanation,Explain Newton's First Law (Law of Inertia) with an example.,"{""explanation"": ""Newton's First Law, also known as the law of inertia, states that an object at rest at rest or, if in motion, at an acceleration of $g$. The text mentions an example of this, which is a book resting on a table, as an example of Newton's First Law.""}","An object at rest stays at rest, and an object in motion stays in motion with the same velocity unless acted upon by a net external force. Example: A hockey puck sliding on frictionless ice will continue indefinitely until it hits a wall.",0.0,0.0,3.0
finetuned,30,mcq,Torque depends on: (A) Force only (B) Lever arm only (C) Force and lever arm (D) Mass and velocity,"{""formula"": ""Torque (A)"": ""Torque (B)"": ""Lever arm only (C)"": ""Force and velocity"", ""Torque (D)"": ""Mass and velocity""}",C,0.0,0.0,0.0
finetuned,31,numeric,Calculate the impulse derived from a force of 50 N acting for 0.1 seconds.,"{""F_impulse"": {""x"": $0.0341$, ""y"": $0.0341, ""units"": ""J""}}",5,0.0,0.0,0.0
finetuned,32,explanation,Why does a solitary force not exist in nature according to Newton's Third Law?,A solitary force does not exist in nature because there is no inertia at the surface of Earth.,"Newton's Third Law states that for every action, there is an equal and opposite reaction. Forces always occur in pairs (action-reaction pairs) acting on different objects. You cannot touch something without it touching you back.",0.0,0.0,2.0
finetuned,33,mcq,Angular momentum is conserved when: (A) Net force is zero (B) Net torque is zero (C) Kinetic energy is constant (D) Velocity is constant,"{""Angular momentum"": ""Angular momentum is the product of the instantaneous velocity vector and the radius of the circular motion."", ""Net force"": ""Zero force is the vector sum of the centripetal force and the tangential force."", ""Net torque"": ""The instantaneous force is equal to the instantaneous velocity multiplied by the radius."", ""Kinetic energy"": ""Kinetic energy is the product of the instantaneous velocity and the radius.""}",B,0.0,0.0,0.0
finetuned,34,numeric,A 1000 kg car rounds a turn of radius 50 m at 10 m/s. What is the centripetal force required?,1385,2000,0.0,0.0,0.0
finetuned,35,explanation,Differentiate between conservative and non-conservative forces.,The text states that the forces $F_1 = 12$ N and $F_2 = 6$ N are both non-conservative.,"A conservative force (like gravity) does work that is independent of the path taken; energy used against it is stored as potential energy and is recoverable. A non-conservative force (like friction) depends on the path, and work done dissipates mechanical energy into heat.",0.0,0.0,2.0
finetuned,36,mcq,A skater spins faster when she pulls her arms in. This is due to conservation of: (A) Energy (B) Linear Momentum (C) Angular Momentum (D) Mass,"{""A"": ""Skating"", ""B"": ""Linear Momentum"", ""C"": ""Angular Momentum"", ""D"": ""Mass""}",C,0.0,0.0,0.0
finetuned,37,numeric,Find the kinetic energy of a 2 kg object moving at 3 m/s.,"{""energy"": {""x"": $1.2$ m/s, ""y"": $1.6$, ""unit"": ""J""",9,0.0,0.0,0.0
finetuned,38,explanation,How does air resistance affect the trajectory of a projectile?,"Air resistance is a force that opposes the motion of an object moving through the air, and it always opposes the motion of the projectile.",Air resistance opposes velocity. It reduces the maximum height and shortens the horizontal range. It also causes the trajectory to be non-parabolic (steeper on the way down).,0.0,0.0,4.0
finetuned,39,mcq,Which physical quantity corresponds to inertia in rotational motion? (A) Mass (B) Torque (C) Moment of Inertia (D) Anger,"Inertia is the tendency of an object to remain at rest, or remain at the same rate of motion, if no other forces are acting on it.",C,0.0,0.0,0.0
finetuned,40,numeric,"A vector A has components Ax=3, Ay=4. What is its magnitude?","{""magnitude"": $5$, ""unit"": ""m""}",5,0.0,1.0,0.0
finetuned,41,explanation,Explain the concept of terminal velocity.,"Terminal velocity is the minimum velocity that an object will reach when falling through a fluid, such as air or water. At terminal velocity, the net force acting on the object is zero.","Terminal velocity is the constant speed reached by a falling object when the upward force of air resistance exactly balances the downward force of gravity. At this point, net force is zero, so acceleration is zero.",0.0,0.0,4.5
finetuned,42,mcq,Power is defined as: (A) Work done per unit distance (B) Force times time (C) Rate of doing work (D) Energy times time,"{""Solution"": ""Using the definition of work, the power is calculated as:

Work: $1$ N = $1$ J
Force times time = $1$ s

The rate of doing work is $1$ J / $1$ s = $1$ N / $1$ m = $1$ W.

The rate of doing work is:
$1$ W = $1$ J, or $1$ N = $1$ J.

Rate of doing work:
$1$ J / $1$ s = $1$ W.

Energy times time is:
$1$ W = $1$ s.

Force times time is:
$1$ W = $1$ s.

Energy times time is:
$1$ W = $1$ s.

The rate of doing work is $1$ W = $1$ s.

The rate of doing work is $1$ W = $1$ J, or $1$ W = $1$ J.

The force times time is:
$1$ W = $1$ s.""}",C,0.0,0.0,0.0
finetuned,43,numeric,An engine does 1000 J of work in 2 seconds. What is its power output in Watts?,The engine exerts a power of $1000$ J in $2$ seconds.,500,0.0,0.0,0.0
finetuned,44,explanation,Why can we not use the kinematic equations (suvat) for a spring-mass system oscillating?,We cannot use the kinematic equations ($suvat$) for a spring-mass system oscillating because the spring is in a constant force field.,"Kinematic equations (like $v = u + at$) assume *constant* acceleration. In a spring-mass system ($F = -kx$), the force and thus acceleration varies with position ($a$ is not constant), so those specific equations are invalid. We must use simple harmonic motion equations.",0.0,0.0,4.0
finetuned,45,mcq,Elastic collision implies conservation of: (A) Momentum only (B) KE only (C) Momentum and KE (D) Mass only,"{""explanation"": ""Elastic collision implies that the momentum form of an object is conserved during an collision.""}",C,0.0,0.0,0.0
finetuned,46,numeric,Calculate the gravitational potential energy of a 10kg mass raised to 2 meters. (g=9.8),"{""value"": {""x"": $9.8$, ""y"": $9.8$, ""units"": ""m""}",196,0.0,0.0,0.0
finetuned,47,explanation,What happens to the period of a simple pendulum if the mass of the bob is doubled? Explain.,"If the mass of the bob is doubled, the period of the pendulum is doubled, because the pendulum's motion is directly proportional to the square of its mass.",The period remains unchanged. The period of a simple pendulum $T = 2\pi\sqrt{L/g}$ depends only on length $L$ and gravity $g$. Mass cancels out in the derivation because both the restoring force (gravity) and the inertia (mass) scale linearly with mass.,0.0,0.0,1.0
finetuned,48,mcq,The scalar product of force and velocity gives: (A) Work (B) Power (C) Momentum (D) Acceleration,"{""A"": {""x"": $3.0$, ""y"": $30.0$, ""units"": ""N""}}",B,0.0,0.0,0.0
finetuned,49,numeric,A force of 10N is applied to a nut using a wrench of length 0.2m perpendicular to the axis. What is the torque?,0.28,2,0.0,0.0,0.0
finetuned,50,explanation,Explain using the Impulse-Momentum theorem why airbags reduce injury in car crashes.,"The text states that when the airbag is compressed, it exerts a force of $F$ on the driver, which is less than the $108$ N force. This is because the airbag has a large surface area, and it is compressed during the collision.","The change in momentum (to bring the passenger to a stop) is fixed. The Impulse $J = F \Delta t = \Delta p$. Airbags increase the time/duration $\Delta t$ of the collision. By increasing $\Delta t$ for the same $\Delta p$, the average force $F$ exerted on the passenger is significantly reduced, minimizing injury.",0.0,0.0,3.0
